ID,用户能力水平,年龄标签,性别,分配,录制参考文本,录制参考音频,录音要求,,,,,,,
8,初级,大学生,男,,The book is a boy love Moo.,,“ is a boy love Moo”为双谓语，is后面可加上about改为 is about a boy loving Moo,,,,,,,
8,初级,大学生,男,,再宝贵 about love movenment。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856485694816306/c25bddfa-9bb6-498e-b3b1-88be3b307ab0?lk3s=ec46513b&x-expires=2080655368&x-signature=zhEL2O71%2Blc6V3o4UluP10KHRfE%3D,,,,,,,,
8,初级,大学生,男,,"This book about love, movement with mood.",,句子缺少谓语动词，应加上is,,,,,,,
8,初级,大学生,男,,豆包，最后那个单词我没听明白，怎么读？你能慢点读吗？就是 m 开头那个。,,,,,,,,,
8,初级,大学生,男,,"Movement, movement.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492691423278/4e0855bf-db3c-466e-bf24-d7343be3e2b2?lk3s=ec46513b&x-expires=2080655368&x-signature=GIdul%2FbRzdn58LHeMPedsGaqzRQ%3D,,,,,,,,
8,初级,大学生,男,,呃,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856505911705626/587ec883-9425-4dfa-b1fd-5afd621a980f?lk3s=ec46513b&x-expires=2080655368&x-signature=GKXqbol2wU7J2tpzGtQG91zb5yY%3D,用户卡壳时，模型主动提出更换话题以推进对话,,,,,,,
8,初级,大学生,男,,I have a interesting thing.,,interesting”开头是元音音素，冠词得用“an”,,,,,,,
8,初级,大学生,男,,The thing is adult the hello hello it's me,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856484814503982/aa1b8933-b4b9-4b0f-9578-6a4c125eabb6?lk3s=ec46513b&x-expires=2080655368&x-signature=xr9PbQ8I6RcajVRVBCyIk6MHbi0%3D,ASR错误且出现双谓语,,,,,,,
8,初级,大学生,男,,"Yeah, I love Adele song.",,Adele song应改为名词所有格形式Adele’s song,,,,,,,
8,初级,大学生,男,,我不知道该怎么说豆包。,,用户卡壳时，模型主动给出提示以推进对话,,,,,,,
8,初级,大学生,男,,"Yeah, I sing Adele some like you.",,sing Adele some like you为双谓语，可改为 sing Adele's song called Someone Like You,,,,,,,
8,初级,大学生,男,,I like some. I like Adele song is some like you.,,like Adele song is some like you包含三个谓语，可改为like Adele's song called Someone Like You,,,,,,,
8,初级,大学生,男,,The man is children。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856505361989658/5409196f-2237-4f25-9a50-1790ba50d697?lk3s=ec46513b&x-expires=2080655368&x-signature=2e%2F54MgXJDRepANpBZZq7nv%2FW38%3D,"存在双谓语导致的语法错误
children是复数概念，和前面的man矛盾了",,,,,,,
8,初级,大学生,男,,"Adult. Hello, Adele. Hello.",,,,,,,,,
8,初级,大学生,男,,我听不懂你在说什么，豆包。,,用户卡壳时，模型主动给出提示并继续提问以推进对话,,,,,,,
8,初级,大学生,男,,"Yeah, I love.",,,,,,,,,
8,初级,大学生,男,,What?,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856494847361034/1c6790b9-7679-48e2-9293-211f239b3156?lk3s=ec46513b&x-expires=2080655368&x-signature=xK6a2aXdpXnA5%2B2Z6m2SN4DOONc%3D,,,,,,,,
8,初级,大学生,男,,豆包，你能教我一句我不知道你在说什么的英语吗？,,,,,,,,,
8,初级,大学生,男,,I don't know you're talking about. Am I right?,,语法错误，don't know you're talking about为双谓语，缺少宾语从句引导词what，可改为 don't know what you are talking about,,,,,,,
8,初级,大学生,男,,I don't know what you're talking about,,,,,,,,,
8,初级,大学生,男,,嗯,,,,,,,,,
8,初级,大学生,男,,呃 i don't i don't like i don't like movie,,用户不想聊电影,,,,,,,
8,初级,大学生,男,,Uh yeah i don't like tv tv shows,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856464312762395/92c531a0-0d4d-4bd7-973d-16e7ffc66f3e?lk3s=ec46513b&x-expires=2080655368&x-signature=xRi63%2FMe8%2BX7haGSiYlz6lyMm64%3D,电视节目对应的英文是 TV shows,,,,,,,
8,初级,大学生,男,,呃,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492510445619/f51e4590-8d37-43b7-95f9-3ba87d5afe8d?lk3s=ec46513b&x-expires=2080655368&x-signature=%2FWAaptLLDlxjo%2B5uB6TbiJX6%2BVw%3D,,,,,,,,
8,初级,大学生,男,,I don't know i don't know what to what your talking about,,what your talking about 应改为 what you are talking about,,,,,,,
8,初级,大学生,男,,Do you like something or sport?,,something or sport含义不明确，推测 something用词错误， sport为可数名词，需使用复数,,,,,,,
8,初级,大学生,男,,Do you like music or sport?,,sport为可数名词，需要使用其复数形式,,,,,,,
8,初级,大学生,男,,Uh i like music i don't like sports,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856505911722010/51078ce7-05ca-400c-a21e-2142e504a87b?lk3s=ec46513b&x-expires=2080655368&x-signature=jImE7Ti5%2B%2B3ATqMPSgTzybMuHec%3D,,,,,,,,
8,初级,大学生,男,,豆包，你能不能说英语的时候，下面给我跟一下它的翻译啊？,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492574130214/d3efec53-2100-48f0-a89b-97c973653631?lk3s=ec46513b&x-expires=2080655368&x-signature=LW9dPv%2FeKYcbF2l3EfUDm2SaRuY%3D,,,,,,,,
8,初级,大学生,男,,"I like music is about small. I lonely like Adele, Lady Gaga, the music.",https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856505362022426/55ddb367-e08d-4ffe-a763-3e685ba12f8f?lk3s=ec46513b&x-expires=2080655368&x-signature=D%2FYqmBbDmEDqrHaoLhFq2Jgflp4%3D,"1. like music is about small包含双谓语且含义不明确，或许is前应加上that
2.I lonely like Adele, Lady Gaga, the music.---lonely放在此处含义不明，或许应该是only？Adele, Lady Gaga之间缺少连词, the music或许应该是 their music? 整句可改为  I only like the music of Adele and Lady Gaga.",,,,,,,
8,初级,大学生,男,,I i like Adele。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856459011227658/aec0f40f-1525-476c-b81c-57c7880715e6?lk3s=ec46513b&x-expires=2080655368&x-signature=GZZ2ghRwwD777Hvof%2BoJo2BU6qo%3D,,,,,,,,
8,初级,大学生,男,,I like Adele.,,,,,,,,,
8,初级,大学生,男,,Join deep. I like Adele rowing the deep. And Lady Gaga. Poke face.,,"1. Join deep语法错误且用词不当导致含义不明，应该是 Rolling in the deep
2. I like Adele rowing the deep---应改为 I like Adele's Rolling in the deep
3. And Lady Gaga. Poke face.---应改为 and And Lady Gaga's Poker face",,,,,,,
8,初级,大学生,男,,豆包，你说完话的时候，把你说的话顺便翻译成中文给我说一遍。,,,,,,,,,
8,初级,大学生,男,,"Yeah, I do.",,,,,,,,,
9,初级,青少年,男,,,,,,,,,,,
9,初级,青少年,男,,Hello.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520331411465/0ff6acc0-2d72-496e-bdcb-a2554bb043bb?lk3s=ec46513b&x-expires=2080655372&x-signature=9lCg7BEg%2FIwN9%2F6azCnlZ1F%2FgGY%3D,,,,,,,,
9,初级,青少年,男,,It's isn't 是什么意思,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816309786/db61c5d7-3bc0-41f5-9a3c-a48d3c3ef22f?lk3s=ec46513b&x-expires=2080655372&x-signature=9HhszubvMNwf4Kr%2BukO%2B9nSwZuE%3D,应该是 It isn't 或 isn't it?,,,,,,,
9,初级,青少年,男,,It isn't it isn't is it isn't,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856522609262638/fd40ac0b-5ac9-4368-bc40-885504450fd4?lk3s=ec46513b&x-expires=2080655372&x-signature=HvS7F1huPxOyLukAxgn60KIyIaI%3D,It isn't最后发音粘在一块了,,,,,,,
9,初级,青少年,男,,It isn't a pig,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769196041/eac482d5-ff85-47af-b326-6f2ca6ef0c38?lk3s=ec46513b&x-expires=2080655372&x-signature=u9FTrOlCIe1B7yyTh8nJY0bHPXU%3D,,,,,,,,
9,初级,青少年,男,,It isn't a pig ,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512903839795/ee466cc7-e3d9-4583-b06e-111589b687bd?lk3s=ec46513b&x-expires=2080655372&x-signature=XP8uvoau3ToDvmvFXLboQ9onzlw%3D,,,,,,,,
9,初级,青少年,男,,It isn't a pig 我读的正确吗？,,,,,,,,,
9,初级,青少年,男,,Isn't it 什么意思,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520335474697/a76d2d95-8baf-4f90-a817-73c0d7090424?lk3s=ec46513b&x-expires=2080655372&x-signature=s%2FllUQj5Hza%2FuoKZ%2B5pFYZ%2FY6%2B0%3D,,,,,,,,
9,初级,青少年,男,,Isn't it isn't it isn't it,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516460478473/ab1c001d-5114-4166-a67a-d1554babdf7b?lk3s=ec46513b&x-expires=2080655372&x-signature=eyPMgJGVn0gF%2BsxiIIpFeTLJAxc%3D,,,,,,,,
9,初级,青少年,男,,It's very hot today isn't it,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856526518468634/8fd00dfa-9435-4627-9750-054d6eda0192?lk3s=ec46513b&x-expires=2080655372&x-signature=%2B115Z%2BbPeTrlQyC1pQgeUAPLXao%3D,it读成踢特,,,,,,,
9,初级,青少年,男,,我会在房间里打开空调。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512093929510/0f8ab70c-89ae-4957-a950-bfdf687fa426?lk3s=ec46513b&x-expires=2080655372&x-signature=Yb6%2BqHLKkz%2FGktqCIEoNygli5HI%3D,,,,,,,,
9,初级,青少年,男,,Air conditioner.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512093896742/9e3e4abc-1c2f-46df-8ad2-b618575cad2c?lk3s=ec46513b&x-expires=2080655372&x-signature=enmvrKi%2Bt3TPoSRTffwBLfxMuiM%3D,,,,,,,,
9,初级,青少年,男,,Drink cool water。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492511133747/f82a2490-f077-4d2e-99c6-ed4b4756e261?lk3s=ec46513b&x-expires=2080655372&x-signature=c7u5LgOd83xNcaIeo00gOgBl4ks%3D,cool换成cold更好,,,,,,,
9,初级,青少年,男,,Cold water。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856525045694491/680e626b-7cff-4317-9571-f632af80ed38?lk3s=ec46513b&x-expires=2080655372&x-signature=trOHXV75pXxdGFOeCOe8dsea2UA%3D,,,,,,,,
9,初级,青少年,男,,Ice Cube 是什么意思？,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516460511241/63f3cc7e-d19c-4fdc-b68f-7ecfae20f9fd?lk3s=ec46513b&x-expires=2080655372&x-signature=wcv%2BVfQt9s6K%2BpWv6u3fb2N%2Bzuc%3D,cube发音错误,,,,,,,
9,初级,青少年,男,,Ice cubes.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520335507465/52dea0eb-ddf3-4ae7-a33a-d8c060fac15d?lk3s=ec46513b&x-expires=2080655372&x-signature=Xsj%2FT4Rj8%2BpfApyE4IADUQpzyjQ%3D,,,,,,,,
9,初级,青少年,男,,Ice cubes.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816244250/ad305647-9e87-4e01-a92a-5872b2695915?lk3s=ec46513b&x-expires=2080655372&x-signature=KhuLvXhZLIjG%2B9Qg9%2FbiqN%2B5xrg%3D,,,,,,,,
9,初级,青少年,男,,Yes.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816260634/a19ec1e5-54f2-45d6-8bb6-4460cfe2cd19?lk3s=ec46513b&x-expires=2080655372&x-signature=PgbSEo5FAksRzqRe1LniwjDBOUY%3D,,,,,,,,
9,初级,青少年,男,,What kind of Smith?,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856526518501402/a1c7c606-232b-4da1-9a54-738d937bafe1?lk3s=ec46513b&x-expires=2080655372&x-signature=vuCfVqnB1xzSXAHM7b%2BlYOe%2BtqA%3D,"Smith一般为人名, what kind of 后面一般接名词",,,,,,,
9,初级,青少年,男,,What kind of drink do you make with ice cubes?,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816342554/ae4e8d90-2915-48e8-98ec-13996c12f0d4?lk3s=ec46513b&x-expires=2080655372&x-signature=lU8onuRw8I2r0N9sz2t4EO4JqwE%3D,"kind of发音不准
drink发音不准",,,,,,,
9,初级,青少年,男,,What kind of drink have you make with ice cubes?,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856494205337626/acee3b8c-2757-4825-bed5-156d4ec87b7e?lk3s=ec46513b&x-expires=2080655372&x-signature=7Wsa5I%2Bod%2BZNJ%2BRCpE71ffNkJQs%3D,have you make语法错误，应改为have you made,,,,,,,
9,初级,青少年,男,,Cobs 加上 grey do。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512903872563/042fdc2a-0ef0-4ffb-9a19-c5b586a9eebc?lk3s=ec46513b&x-expires=2080655372&x-signature=7uyHwVc93Mrbj4lLKTHh%2BZRGPV4%3D,,,,,,,,
9,初级,青少年,男,,Drink.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512093962278/4c92ff45-a6fa-4335-860f-ef33e36cce93?lk3s=ec46513b&x-expires=2080655372&x-signature=uXxlD0juj4HZOqu5dnFZ7CTtQE4%3D,,,,,,,,
9,初级,青少年,男,,Taste like 什么意思？,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856511972769819/93c354f7-28fb-4265-be3c-2610cf4b7bde?lk3s=ec46513b&x-expires=2080655372&x-signature=JgBcG1bip0YCwLejP%2FsQvz6oxBY%3D,taste前面缺少主语,,,,,,,
9,初级,青少年,男,,Taste like.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856526518534170/992afd81-622e-4c1c-a0f9-1c7991b51174?lk3s=ec46513b&x-expires=2080655372&x-signature=kkDbiRRR5giDSR9bUdGGdIwyhx8%3D,,,,,,,,
9,初级,青少年,男,,Taste like 沙子。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769261577/a47c1100-6c87-42d1-9f06-1047e2dd7505?lk3s=ec46513b&x-expires=2080655372&x-signature=sStM1BTMyNbiQfuXKUM4xAUnIqc%3D,句子缺少主语， 应该是it tastes like...,,,,,,,
9,初级,青少年,男,,OK. Very good idea.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816375322/4e67310c-deb5-4e77-b9d4-5167b3fa9f7c?lk3s=ec46513b&x-expires=2080655372&x-signature=yQLyjpEwYNWkdERDtlC%2BQok54Zg%3D,,,,,,,,
9,初级,青少年,男,,什么意思？,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492511166515/a0e84f4a-efb4-48e4-a306-4b8b989484f1?lk3s=ec46513b&x-expires=2080655372&x-signature=EGoGf7EQ14hS7YZVSFzTZnvirrE%3D,,,,,,,,
9,初级,青少年,男,,Future.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769277961/13b81f93-02e4-41f1-a272-02beb8e295ad?lk3s=ec46513b&x-expires=2080655372&x-signature=hJv8reLneO68YTxrfMP%2BYpP5dgU%3D,,,,,,,,
9,初级,青少年,男,,I want to be a doctor in the future.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769310729/dd928d8b-10c0-4fba-a84f-14b3d5852295?lk3s=ec46513b&x-expires=2080655372&x-signature=1xWyBf4yZXU8e1%2FGzwGL35sBRog%3D,,,,,,,,
9,初级,青少年,男,,Because doctor 可以救人。,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856511972802587/81476644-da72-4c28-8896-c346d3b9afab?lk3s=ec46513b&x-expires=2080655372&x-signature=uf2T3kvpAdrGkI6AdiWsffKrRMU%3D,doctor前面缺少冠词，可使用复数，且句子中英夹杂,,,,,,,
9,初级,青少年,男,,I don't know,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769359881/7ad0d53c-488c-4925-9a8a-429533384007?lk3s=ec46513b&x-expires=2080655373&x-signature=%2FjaB7wycCT1Ew9qfN%2FVP%2FNuSKT8%3D,,,,,,,,
9,初级,青少年,男,,For example 什么意思？,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512903905331/7e531650-23aa-4b98-8e02-941ae10cf6da?lk3s=ec46513b&x-expires=2080655372&x-signature=%2F2a3ESmneABf7st3hZzBSZDgrpQ%3D,,,,,,,,
9,初级,青少年,男,,"I like drink, for example, juice.",https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856492511182899/ceaad094-59ba-4eea-83ba-1f4a0edfd8ad?lk3s=ec46513b&x-expires=2080655372&x-signature=l7%2FxhJjY74Dc3z2w5ujLVL7bck4%3D,like drinking/ to drink 或者like drinks,,,,,,,
9,初级,青少年,男,,I like milk tea.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516460544009/40f32449-4b8f-4286-ba0b-dba9306d8eda?lk3s=ec46513b&x-expires=2080655372&x-signature=hiMtk9wvXuTt%2BymRVO9tlCsqsIo%3D,,,,,,,,
9,初级,青少年,男,,翻译一下。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516460560393/4071f796-26d7-4e7a-8af4-a83ec526040d?lk3s=ec46513b&x-expires=2080655373&x-signature=G8ypxETYG%2BPDlRbTtFBuI%2Fvt44I%3D,,,,,,,,
9,初级,青少年,男,,I like this.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856490665508874/04e011d8-b3cc-4bd7-8ea0-fabff31e0313?lk3s=ec46513b&x-expires=2080655372&x-signature=1xo%2B3Am6JfPXmFfc8N%2FbD9eBvD8%3D,"less发音成liss；
改为I like milk tea with less suger",,,,,,,
9,初级,青少年,男,,What?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856522609311790/ce92e3ac-bef0-4c4a-b937-48a94a216f06?lk3s=ec46513b&x-expires=2080655372&x-signature=6XrA8BFVnr%2FHYvjqePKtrC5RnDU%3D,,,,,,,,
10,初级,大学生,女,,,,,,,,,,,
10,初级,大学生,女,,I am fine fans.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856542364172314/7a0cc277-bc10-4b69-bdd4-9d2d4fb1b431?lk3s=ec46513b&x-expires=2080655373&x-signature=6NtlC4eU7ctx%2B5M8%2FFl1jjbdeOw%3D,thanks发音错误为fans,,,,,,,
10,初级,大学生,女,,Good.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516653563930/9cab1b58-10b2-4b74-bd1a-f6eb6595a0b3?lk3s=ec46513b&x-expires=2080655373&x-signature=CqSwUG%2BktLpDRAUoNT2yTkHvIB4%3D,,,,,,,,
10,初级,大学生,女,,你这个太简单了，不符合我这个段位。,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520889303091/47f7147c-9827-4512-8425-9214872bfc34?lk3s=ec46513b&x-expires=2080655373&x-signature=bgXgrkrp%2FxDHUGmUx21jga45w3A%3D,,,,,,,,
10,初级,大学生,女,,没有。,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520335638537/b7bfa8b8-2093-49ae-afa3-527e7cbaec70?lk3s=ec46513b&x-expires=2080655373&x-signature=50SVuRKz%2F8hkEFiPTSsCNPe3bOU%3D,,,,,,,,
10,初级,大学生,女,,Can you speak English?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856525045760027/6b54d06c-dd1b-43cb-966c-2eb3a7b7b83a?lk3s=ec46513b&x-expires=2080655373&x-signature=FqkYQLyns85xx%2By%2FtYltUD2PZ5A%3D,,,,,,,,
10,初级,大学生,女,,My vocabulary is less.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512094060582/0183427a-a092-4019-bdbd-609e4a66264a?lk3s=ec46513b&x-expires=2080655373&x-signature=v7BcAfnUO%2FfwI6uPGijlDLGtG9A%3D,表达错误，is little；vocabulary发音错误像我卡不勒瑞,,,,,,,
10,初级,大学生,女,,没有。,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512094093350/f6e1096e-c10a-4b53-82ec-b19ed551f698?lk3s=ec46513b&x-expires=2080655373&x-signature=H7gAHgkEoR16NEsN1DDl%2BP2niso%3D,,,,,,,,
10,初级,大学生,女,,No.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520335654921/18d27d4f-530a-431a-8e2f-f12539f1406b?lk3s=ec46513b&x-expires=2080655373&x-signature=jvJytHilP1%2FPNP3ViDn3MJjoMLA%3D,,,,,,,,
10,初级,大学生,女,,你能不能用英语回答我？,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512769589257/6c1b7730-37d2-4ecd-ab3d-bd04a85e212f?lk3s=ec46513b&x-expires=2080655374&x-signature=3Mao1fxFgPuf9Ki852Ph%2Bl7QQ70%3D,不会用英语表达,,,,,,,
10,初级,大学生,女,,Stop.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516653613082/d3d68042-dd1c-4ec9-9970-a0c6f5f7767b?lk3s=ec46513b&x-expires=2080655373&x-signature=X6%2BTAwxqGM5KoajFurbAPcQDDyg%3D,,,,,,,,
10,初级,大学生,女,,Can I repeat your sentence?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520889335859/8b0d1070-e194-4b15-ac1d-5abca9df77e9?lk3s=ec46513b&x-expires=2080655373&x-signature=XM%2FazaUpbaGtCAg2GTeH5ReIJug%3D,,,,,,,,
10,初级,大学生,女,,So you talk something.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856525045792795/37bbfb97-f404-468d-9c35-771e015a4fc3?lk3s=ec46513b&x-expires=2080655373&x-signature=rKjp5wKc4oKR8GSwTotnfDarkRQ%3D,talk后面加about；中式表达，句子组织不当,,,,,,,
10,初级,大学生,女,,I want to follow you.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512094109734/7abf459c-de96-44b1-855f-d46aa56bea03?lk3s=ec46513b&x-expires=2080655373&x-signature=DYzgZ89cUquyHT64mj8cwjTZRWw%3D,you发音错误成your,,,,,,,
10,初级,大学生,女,,I like reading.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856543651610633/3ff9c238-0f37-4001-8818-8abefe7b42b2?lk3s=ec46513b&x-expires=2080655373&x-signature=RGPIZflPUzFx3nG4p0iJov%2FTxMI%3D,,,,,,,,
10,初级,大学生,女,,"You say too much, I can follow you.",https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856516653645850/8c7b1ff3-f1d7-4770-adcb-ae8d92b11394?lk3s=ec46513b&x-expires=2080655373&x-signature=7HiWMiXprTh9Kpp1xnsviO6iYVo%3D,吞音，应该是can't；too fast,,,,,,,
10,初级,大学生,女,,I like reading level.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856490665705482/e3b2b176-0b4b-4065-903a-f8611b3b24bd?lk3s=ec46513b&x-expires=2080655373&x-signature=jdfhnCGAQWP63%2F6Uvb6JYO7R0qY%3D,novel——level,,,,,,,
10,初级,大学生,女,,I like reading kind of book.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856543651643401/7fee477e-4295-4a6b-8b23-9d402d0b40cd?lk3s=ec46513b&x-expires=2080655374&x-signature=UpmIQUHSMswRuAX%2FiOwv9zGL%2FlM%3D,this kind of,,,,,,,
10,初级,大学生,女,,This kind of book.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856522609557550/0907a055-adb3-4ddc-88c7-9033dd2d462a?lk3s=ec46513b&x-expires=2080655373&x-signature=uBdchNJO2AjEJd95MiS7wQdT7B8%3D,,,,,,,,
10,初级,大学生,女,,I like reading this kind of book.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856525045825563/6f7296c8-9741-4812-9ba7-4fb0c5ecfaaf?lk3s=ec46513b&x-expires=2080655373&x-signature=QeTXB7bLNbDcgCRL90wcBV%2FudU0%3D,,,,,,,,
10,初级,大学生,女,,嗯,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856529265197107/a44cf11d-5049-46ea-aba6-77d5d67d5f18?lk3s=ec46513b&x-expires=2080655373&x-signature=dsJTt%2Bv%2FoaUeOM2joyM4%2Bio%2F6v0%3D,,,,,,,,
10,初级,大学生,女,,Do you like watching movie?,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856533312831497/4bb37715-cd85-490b-bae8-3f27f59b808d?lk3s=ec46513b&x-expires=2080655373&x-signature=XrRPbJcU6wcn1jEy9i3G%2BQT%2FVMA%3D,pl,,,,,,,
10,初级,大学生,女,,Watching.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856512094142502/880d0b00-29b2-48d2-b7ec-d51930264495?lk3s=ec46513b&x-expires=2080655373&x-signature=9jhqC8ck6l%2BwDMzYEC%2Fz%2BMf4er8%3D,不成句,,,,,,,
10,初级,大学生,女,,Do you like watching movies? ,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856525989412874/880d88b2-95fe-4a06-8e94-a6435a17ceb8?lk3s=ec46513b&x-expires=2080655373&x-signature=MvmY5dSnStlN8QDVTbiya0o%2FPjY%3D,,,,,,,,
10,初级,大学生,女,,Do you like watching movies? 我说的正确吗？,,,,,,,,,
10,初级,大学生,女,,Action movie.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856543651659785/493e5844-1b96-453e-80d8-665212d4a9e3?lk3s=ec46513b&x-expires=2080655373&x-signature=ID2CEcDhNzJzxv5fJaCM1JXGd3A%3D,pl,,,,,,,
10,初级,大学生,女,,More in the.,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856538064814130/7edb45fb-75e5-4f0f-9865-264535abb741?lk3s=ec46513b&x-expires=2080655374&x-signature=L3q1l1JKg8DjuQ8DgJr1hC2%2BNxc%3D,不成句,,,,,,,
10,初级,大学生,女,,I like to watch.,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/7647856533312864265/731aa332-491c-4e27-9c03-32aec957d581?lk3s=ec46513b&x-expires=2080655374&x-signature=lgZMHY5YA5%2Fy4e%2BEn2b8kZCbvWo%3D,不成句,,,,,,,
10,初级,大学生,女,,都被人拍了 diary。,,,,,,,,,
10,初级,大学生,女,,No.,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/7647856543651692553/f3c895d7-7ca8-45e8-80d6-36612e064f97?lk3s=ec46513b&x-expires=2080655374&x-signature=aiJ0jQANmd7Q0VGo2nZNEGM3l3Y%3D,,,,,,,,
10,初级,大学生,女,,The Vampire Diary.,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/7647856520889368627/fb0709b7-2c8b-401d-bc0e-1121a8db6b68?lk3s=ec46513b&x-expires=2080655374&x-signature=ebB%2BXrErKAnJAlP24hICPA%2BNnmI%3D,pl,,,,,,,
10,初级,大学生,女,,Damon?,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/7647856521816539162/14819ea0-504f-4301-a405-a30ad3c2d1fa?lk3s=ec46513b&x-expires=2080655374&x-signature=%2FlWb1MwRSi1k%2FppwZ4crWPJQasw%3D,,,,,,,,
